box_img_group,label,box_img_ratio,IoU,F1,Precision,Recall
<0.05,Head-Neck @ MR,0.00069427490234375,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.00103759765625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.00193023681640625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.002780914306640625,0.0,0.0,0.0,0.0
<0.05,Head-Neck Tumor/Lesion @ MR,0.005084991455078125,0.6305561029739655,0.7734246025928165,0.9308400513362025,0.6615492379588503
<0.05,Head-Neck Tumor/Lesion @ MR,0.005413055419921875,0.6277184921920048,0.7712863068191517,0.8774777599460025,0.6880225301252462
<0.05,Head-Neck Tumor/Lesion @ MR,0.004909515380859375,0.6236960257436314,0.7682423506062187,0.8983524065101431,0.6710525562888697
<0.05,Head-Neck Tumor/Lesion @ MR,0.003662109375,0.789068924146997,0.8821000840123743,0.923519884343659,0.8442361533105192
<0.05,Head-Neck Tumor/Lesion @ MR,0.002765655517578125,0.7657140814333403,0.8673137848136346,0.8449290238739486,0.8909169057733379
<0.05,Head-Neck Tumor/Lesion @ MR,0.0014495849609375,0.73393612933786,0.8465549761837294,0.7974097127127359,0.9021558635296267
<0.05,Head-Neck Tumor/Lesion @ MR,0.00091552734375,0.770957051961824,0.870667135725032,0.8544920296775141,0.8874664306640625
<0.05,Head-Neck Tumor/Lesion @ MR,0.00152587890625,0.8722081691223593,0.931742723386606,0.9900178734658991,0.8799466646309952
<0.05,Others @ CT,0.00307464599609375,0.0,0.0,0.0,0.0
<0.05,Others @ CT,0.00518798828125,0.0,0.0,0.0,0.0
<0.05,Others @ CT,0.007663726806640625,0.8142327662653198,0.8976056230551439,0.9749118762330926,0.831658719451904
<0.05,Others @ CT,0.008068084716796875,0.44407797683229994,0.6150332377568978,0.836553721535753,0.48626867693153175
<0.05,Urinary System @ CT,0.002384185791015625,0.0,0.0,0.0,0.0
<0.05,Others @ CT,0.00514984130859375,0.5033036008732479,0.6695967475643455,0.8765700312721888,0.5416935657648819
<0.05,Urinary System @ CT,0.0111083984375,0.5062799676133658,0.6722255868748545,0.919862848103673,0.529640501074048
<0.05,Others @ CT,0.0028228759765625,0.16238815493108283,0.27940435256880386,0.16238815493108283,1.0
<0.05,Urinary System @ CT,0.0186767578125,0.38260774931186936,0.5534581293968519,1.0,0.38260774931186936
<0.05,Urinary System @ CT,0.022308349609375,0.3320734892446893,0.49858133492767165,0.9540099176479049,0.33747590842090147
<0.05,Urinary System @ CT,0.024505615234375,0.4084490584839959,0.5799983407616258,1.0,0.4084490584839959
<0.05,Vein @ CT,0.0018310546875,0.7222263184060197,0.8387124394597165,0.9204860767504509,0.7702825047284604
<0.05,Artery @ CT,0.00142669677734375,0.8465071178617931,0.9168739288067583,1.0,0.8465071178617931
<0.05,Vein @ CT,0.002017974853515625,0.695511639162826,0.8204150571402047,0.8883462695833636,0.7621351220945188
<0.05,Artery @ CT,0.001232147216796875,0.8574305122304553,0.9232437031529416,0.9007154356938115,0.946927812676424
<0.05,Artery @ CT,0.0012969970703125,0.8402491750363178,0.9131906553032257,0.8888390971536481,0.938914120756396
<0.05,Artery @ CT,0.0014495849609375,0.7809634814701478,0.8770123470757288,0.8563927568482577,0.898649360494394
<0.05,Vein @ CT,0.002193450927734375,0.8713300878351385,0.9312414666972441,1.0,0.8713300878351385
<0.05,Artery @ CT,0.0016021728515625,0.8450700458727385,0.9160303130638177,1.0,0.8450700458727385
<0.05,Vein @ CT,0.002017974853515625,0.8757824895494444,0.9337782972478903,0.914228912515366,0.9541820179332386
<0.05,Kidney @ CT,0.001232147216796875,0.7512422539402697,0.8579535495445996,0.9468752336012854,0.7842994643013097
<0.05,Kidney @ CT,0.001667022705078125,0.6335148281521268,0.775646253384519,1.0,0.6335148281521268
<0.05,Artery @ CT,0.0016021728515625,0.5700928244794042,0.7261899622634477,0.8899586638369636,0.6133266248201069
<0.05,Vein @ CT,0.002017974853515625,0.8997547686750541,0.9472325412848629,0.9475697536568363,0.9468955688355567
<0.05,Kidney @ CT,0.00478363037109375,0.9820994537339391,0.9909688960196527,0.9899403056019828,0.991999626159668
<0.05,Kidney @ CT,0.0054931640625,0.8711253183665293,0.9311245054681977,1.0,0.8711253183665293
<0.05,Artery @ CT,0.001678466796875,0.897994713658876,0.9462562853273272,0.9991558937978098,0.8986764885403478
<0.05,Kidney @ CT,0.0079345703125,0.8764491937099359,0.9341571268200493,1.0,0.8764491937099359
<0.05,Kidney @ CT,0.00872802734375,0.9509551508438552,0.9748611088599698,0.9948551282274262,0.9556549126116709
<0.05,Artery @ CT,0.001522064208984375,0.5468564807163993,0.7070552278555697,0.8672806048820426,0.5967997233072917
<0.05,Kidney @ CT,0.0101776123046875,0.8939730204104965,0.9440187487113606,0.9242685269805908,0.9646314654433936
<0.05,Kidney @ CT,0.0117034912109375,0.0,0.0,0.0,0.0
<0.05,Artery @ CT,0.001842498779296875,0.5447124893238247,0.7052606787199145,0.9451008955551745,0.5625110750975595
<0.05,Kidney @ CT,0.013545989990234375,0.9280893679502655,0.9627036831149678,0.9539336631479641,0.9716364542643229
<0.05,Kidney @ CT,0.013458251953125,0.9329757001950012,0.9653258446041317,0.9534942825453245,0.9774547230113636
<0.05,Artery @ CT,0.0018463134765625,0.5393487386041954,0.7007492520418082,0.9403931643373512,0.5584399164939413
<0.05,Kidney @ CT,0.0163726806640625,0.9535003154156163,0.9761967355636231,0.9849281772584954,0.9676187429424913
<0.05,Kidney @ CT,0.0164794921875,0.0,0.0,0.0,0.0
<0.05,Artery @ CT,0.0016021728515625,0.8698356895086983,0.9303873002202121,0.9577709045947164,0.9045260190583864
<0.05,Kidney @ CT,0.016937255859375,0.9387392723271283,0.9684017709099488,0.9407763920127769,0.9976986401701626
