box_img_group,label,box_img_ratio,IoU,F1,Precision,Recall
<0.05,Liver Tumor/Lesion @ CT,0.00263214111328125,0.0,0.0,0.0,0.0
0.30~0.35,Liver @ CT,0.3163032531738281,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.002162933349609375,0.0,0.0,0.0,0.0
0.30~0.35,Liver @ CT,0.31597900390625,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.001678466796875,0.0,0.0,0.0,0.0
0.30~0.35,Liver @ CT,0.31215667724609375,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.0009613037109375,0.0,0.0,0.0,0.0
0.30~0.35,Liver @ CT,0.3061408996582031,0.0,0.0,0.0,0.0
0.30~0.35,Liver @ CT,0.3054237365722656,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.000457763671875,0.0,0.0,0.0,0.0
0.25~0.30,Liver @ CT,0.29888916015625,0.0,0.0,0.0,0.0
0.25~0.30,Liver @ CT,0.26985931396484375,0.0,0.0,0.0,0.0
0.25~0.30,Liver @ CT,0.25838470458984375,0.0,0.0,0.0,0.0
0.20~0.25,Liver @ CT,0.248321533203125,0.0,0.0,0.0,0.0
0.20~0.25,Liver @ CT,0.21575927734375,0.0,0.0,0.0,0.0
0.15~0.20,Liver @ CT,0.17757415771484375,0.0,0.0,0.0,0.0
0.10~0.15,Liver @ CT,0.12249755859375,0.0,0.0,0.0,0.0
0.05~0.10,Liver @ CT,0.09398651123046875,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.004058837890625,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.0017547607421875,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.017681121826171875,0.0,0.0,0.0,0.0
<0.05,Liver Tumor/Lesion @ CT,0.000640869140625,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.0012359619140625,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.003406524658203125,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.00478363037109375,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.00634765625,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.007854461669921875,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.009105682373046875,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.01076507568359375,0.0,0.0,0.0,0.0
<0.05,Liver @ CT,0.0122222900390625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0013427734375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.003570556640625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.00545501708984375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.00705718994140625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.008342742919921875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.00995635986328125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0108795166015625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.01258087158203125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.014007568359375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.01496124267578125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.01678466796875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0182647705078125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.019805908203125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02187347412109375,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.02355194091796875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.025096893310546875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.0266876220703125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.028324127197265625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.03000640869140625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.033111572265625,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.03954315185546875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.04254913330078125,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.04559326171875,0.0,0.0,0.0,0.0
<0.05,Spleen @ CT,0.04978179931640625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.05271148681640625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.055133819580078125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.05779266357421875,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.062450408935546875,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.06504058837890625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.06767654418945312,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.07051849365234375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.07339096069335938,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0752105712890625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0775146484375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0787353515625,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.07945632934570312,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.0811767578125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08229827880859375,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.083526611328125,0.0,0.0,0.0,0.0
0.05~0.10,Spleen @ CT,0.08466339111328125,0.0,0.0,0.0,0.0
